Id,SEX,CITY,LOCATION,FIO_TIME,DESCRIPTION,COMPLEXION,FIOFS_TYPE,OUTCOME,FIO_DATE_CORRECTED,CLOTHING,AGE_AT_FIO_CORRECTED,STOP_REASONS,FIOFS_REASONS
151110,MALE,BOSTON, KENDALL ST at LATTIMORE CT,6/8/15 00:00,B(Black),Med,IO,F,6/8/15 00:00,white shirt; tan pants,62,,INVESTIGATE; PERSON
151111,MALE,BOSTON,18 LATTIMORE CT,6/8/15 00:00,B(Black),Med,IO,F,6/8/15 00:00,tan boots; blue jeans; yellow shirt,62,RADIO CALL,B&E; MV
151112,MALE,BOSTON,18 LATTIMORE CT,6/8/15 00:00,B(Black),Med,IO,F,6/8/15 00:00,red sweatsuit,62,,INVESTIGATE; PERSON
151113,MALE,BOSTON,60 BRAINERD RD,5/31/15 00:00,B(Black),Med,I,F,5/31/15 00:00,White/gray Fur Jacket; black Pants,63,INVESTIGATIVE,INVESTIGATE; PERSON
151114,MALE,BOSTON, SOUTH ST at ARCHDALE RD,5/22/15 00:00,B(Black),Med,IOF,F,5/22/15 00:00,BRN JKT blue jeans,63,INVESTIGATIVE,VAL
151115,FEMALE,BOSTON,87 SCHOOL ST,6/1/15 00:00,B(Black),Med,IO,F,6/1/15 00:00,GREEN SHORTS/black T-shirt,63,INVESTIGATIVE,VAL
151116,MALE,BOSTON,00 ALLSTATE RD at SOUTHAMPTON,6/8/15 00:00,W(White),Light,O,F,6/8/15 00:00,black/red t-shirt; khaki pants,26,OTHER (SPECIFY),INVESTIGATE; PERSON
151117,MALE,BOSTON,301 CENTRE ST,6/5/15 00:00,W(White),Light,O,F,6/5/15 00:00,BLUE shirt; black PANTS,24,INVESTIGATIVE,INVESTIGATE; PERSON
151118,MALE,BOSTON,1967 COLUMBUS AV,6/11/15 00:00,B(Black),Med,IOF,F,6/11/15 00:00,blue jeans; BLUE COAT,63,,INVESTIGATE; PERSON
151119,FEMALE,BOSTON,678 CENTRE ST,6/11/15 00:00,H(Hispanic),Med,IOFS,F,6/11/15 00:00,black shirt OVER BLU shirt; black PANTS,63,RADIO CALL,INVESTIGATE; PERSON
151120,FEMALE,BOSTON,301 CENTRE ST,6/11/15 00:00,W(White),Fair,O,F,6/11/15 00:00,Dark Hoodie; Blue Pants,31,INVESTIGATIVE,INVESTIGATE; PERSON
151121,MALE,BOSTON,00 SOUTHAMPTON ST at FRONTAGE,6/9/15 00:00,W(White),Light,O,F,6/9/15 00:00,brw plaid shirt; blue jeans,30,OTHER (SPECIFY),PANHANDLING
151122,MALE,BOSTON,301 CENTRE ST,6/11/15 00:00,B(Black),Dark,O,F,6/11/15 00:00,black shirt; black PANTS,25,INVESTIGATIVE,INVESTIGATE; PERSON
151123,MALE,BOSTON,34 WORCESTER SQ,6/10/15 00:00,B(Black),OTHER,O,F,6/10/15 00:00,black; red hat; black back pack black tee shirt; black pants; flip flops,29,RADIO CALL,TRESPASSING
151124,FEMALE,BOSTON,34 WORCESTER SQ,6/10/15 00:00,W(White),OTHER,O,F,6/10/15 00:00,b & w hat white shirt; blue; white long shorts; nike high tops,20,RADIO CALL,TRESPASSING
151125,MALE,BOSTON, HARRISON AV,5/27/15 00:00,H(Hispanic),Light,I,,5/27/15 00:00,white shirt; black/white plaid shirt,63,,VAL
151126,MALE,BOSTON,00 PUBLIC ALLEY 818,6/9/15 00:00,W(White),Light,IO,F,6/9/15 00:00,black knit; black jacket; gray hood; blue jeans; black sneakers; black backpack,63,RADIO CALL,B&E; MV
151127,FEMALE,BOSTON,00 PUBLIC ALLEY 818,6/9/15 00:00,W(White),Light,IO,F,6/9/15 00:00,TAN PANTS; BALCK JACKET,63,INVESTIGATIVE,PROSTITUTION; SEX FOR FEE
151128,MALE,BOSTON,00 PUBLIC ALLEY 818,6/9/15 00:00,W(White),Light,IO,F,6/9/15 00:00,black hoodie; black pants; tim boots,63,RADIO CALL,DRUGS; INVESTIGATION
151129,MALE,BOSTON, TREMONT ST,6/5/15 00:00,B(Black),Dark,I,,6/5/15 00:00,BLU SWEATshirt; blue jeans,63,INVESTIGATIVE,INVESTIGATE; PERSON
151130,MALE,BOSTON,00 MASSACHUSETTS AV,6/11/15 00:00,W(White),Fair,O,F,6/11/15 00:00,black; grn sneakers; black t-shirt; gry pants,26,RADIO CALL,DRUGS; INVESTIGATION
151131,MALE,BOSTON, BOYLSTON ST,6/5/15 00:00,W(White),Med,I,,6/5/15 00:00,BLUE SWEATshirt; jeans,63,OTHER (SPECIFY),INVESTIGATE; PERSON
151132,MALE,BOSTON,460 W BROADWAY,6/11/15 00:00,W(White),NO DATA ENTERED,O,F,6/11/15 00:00,black jeans; white&black camo shirt; black boots,47,OTHER (SPECIFY),TRESPASSING
151133,MALE,BOSTON, TREMONT ST,6/5/15 00:00,M(Middle Eastern or East Indian),Med,I,,6/5/15 00:00,brn sweater; brn pants; brn shoes; white bball cap,63,CRIMINAL VIOLATION,VIO HAWKERS & PEDDLERS LAWS
151134,MALE,BOSTON, TREMONT ST,6/5/15 00:00,A(Asian or Pacific Islander),Med,I,,6/5/15 00:00,Gold Jacket; Blue Pants,63,INVESTIGATIVE,INVESTIGATE; PERSON
151135,MALE,BOSTON, TREMONT ST,6/4/15 00:00,W(White),Med,I,,6/4/15 00:00,black HAT; gray JACKET; black PANTS,63,,INVESTIGATE; PERSON
151136,MALE,BOSTON, DORCHESTER AV at CHARLES ST,6/10/15 00:00,B(Black),Brown,OF,,6/10/15 00:00,white tank-top; black jean shorts; blue sneakers,33,INVESTIGATIVE,INVESTIGATE; PERSON
151137,MALE,BOSTON, DUDLEY ST at DUDLEY TR,6/10/15 00:00,B(Black),Light,IO,F,6/10/15 00:00,black t; blue jeans,63,RADIO CALL,INVESTIGATE; PERSON
151138,MALE,BOSTON, DUDLEY ST at DUDLEY TR,6/10/15 00:00,B(Black),NO DATA ENTERED,IO,F,6/10/15 00:00,BLAKC JACKET AND black SWEATS,63,,INVESTIGATE; PERSON
151139,MALE,BOSTON,185 CABOT ST,6/9/15 00:00,M(Middle Eastern or East Indian),Light,IOFS,F,6/9/15 00:00,COWBOY HAT; GREEN SUIT JACKET,63,RADIO CALL,INVESTIGATE; PERSON
151140,MALE,BOSTON,14 ZEIGLER ST,6/9/15 00:00,NO DATA ENTERED,Brown,IO,O,6/9/15 00:00,,63,INVESTIGATIVE,INVESTIGATE; PERSON
151141,MALE,BOSTON, COLUMBIA RD at GLENDALE ST,6/10/15 00:00,W(White),Med,IO,F,6/10/15 00:00,LITE COLOR COAT/BLUE HOODIE/TAN SLACKS,63,INVESTIGATIVE,INVESTIGATE; PERSON
151142,MALE,BOSTON, NORFOLK AV at LANGDON ST,6/11/15 00:00,NO DATA ENTERED,NO DATA ENTERED,O,F,6/11/15 00:00,,34,INVESTIGATIVE,INVESTIGATE; PERSON
151143,MALE,BOSTON, CLIFFORD ST,6/10/15 00:00,H(Hispanic),NO DATA ENTERED,IO,SF,6/10/15 00:00,PLAID COLOred shirt/blue jeans/gray sneakers,63,RADIO CALL,INVESTIGATE; PERSON
151144,MALE,BOSTON, CLIFFORD ST,6/10/15 00:00,NO DATA ENTERED,NO DATA ENTERED,IO,F,6/10/15 00:00,jeans SUITE SHOE,63,INVESTIGATIVE,VAL
151145,MALE,BOSTON, BUNKER HILL ST,6/1/15 00:00,H(Hispanic),Med,I,,6/1/15 00:00,blue jeans; BLU/white shirt; white SNKRS,63,RADIO CALL,LARCENY; BUILDING
151146,MALE,BOSTON, BUNKER HILL ST,6/1/15 00:00,H(Hispanic),Med,I,,6/1/15 00:00,TAN COAT; blue jeans; black SNKRS,63,OTHER (SPECIFY),CITY ORDINANCE OTHER;
151147,MALE,BOSTON,625 SHAWMUT AV,6/12/15 00:00,B(Black),Med,O,F,6/12/15 00:00,white t-shit; black shorts; sandals,45,INVESTIGATIVE,FIREARM; CARRYING
151148,FEMALE,BOSTON,625 SHAWMUT AV,6/12/15 00:00,B(Black),Med,IO,F,6/12/15 00:00,BLUE shirt blue jeans,63,INVESTIGATIVE,INVESTIGATE; PERSON
151149,FEMALE,BOSTON, WASHINGTON ST,6/5/15 00:00,B(Black),NO DATA ENTERED,I,,6/5/15 00:00,Plaid shirt; blue jeans,63,,SEARCH WARRANT EXECUTED
151150,MALE,BOSTON,00 NORTHAMPTON ST,6/12/15 00:00,B(Black),Light,IOF,F,6/12/15 00:00,black SHOES; blue jeans; GRY SWEATPANTS; black HAT,63,INVESTIGATIVE,DRUGS; INVESTIGATION
151151,FEMALE,BOSTON,625 SHAWMUT AV,6/12/15 00:00,B(Black),Dark,I,F,6/12/15 00:00,BLUE shirt; BLUE PANTS,63,,INVESTIGATE; PERSON
151152,FEMALE,BOSTON, WASHINGTON ST,6/5/15 00:00,B(Black),NO DATA ENTERED,I,,6/5/15 00:00,red shirt; gry pants,63,,PUBLIC DRINKING
151153,MALE,BOSTON,625 SHAWMUT AV,6/12/15 00:00,B(Black),Dark,IF,F,6/12/15 00:00,TAN JKT blue jeans,63,INVESTIGATIVE,ALCOHOL; PUBLIC DRINKING
151154,FEMALE,BOSTON,625 SHAWMUT AV,6/12/15 00:00,B(Black),Dark,O,F,6/12/15 00:00,white shirt; lots of blood on back,28,INVESTIGATIVE,FIREARM; DISCHARGING
151155,MALE,BOSTON, TREMONT ST,6/3/15 00:00,W(White),Med,I,,6/3/15 00:00,black sweatshirt/blue jeans/black sneakers,63,MOTOR VEHICLE VIOLATION,WARRANT ARREST
151156,MALE,BOSTON,00 SHAWMUT AV,6/10/15 00:00,H(Hispanic),Light,IOFS,SF,6/10/15 00:00,,63,INVESTIGATIVE,PROSTITUTION; COMMON NIGHT WALKER
151157,MALE,BOSTON, MASSACHUSETTS AV at MELNEA CA,6/14/15 00:00,W(White),Med,IOF,,6/14/15 00:00,glasses right beard,63,INVESTIGATIVE,INVESTIGATE; PERSON
151158,MALE,BOSTON,891 MASSACHUSETTS AV,6/14/15 00:00,W(White),Med,IOFS,F,6/14/15 00:00,jeans; GRN T-SHT; TAN WORK BOOTST,63,RADIO CALL,INVESTIGATE; PERSON
151159,FEMALE,BOSTON,251 OCALLAGHAN WY,5/28/15 00:00,W(White),Light,FS,F,5/28/15 00:00,black/white dress,34,INVESTIGATIVE,INVESTIGATE; PERSON
151160,FEMALE,BOSTON, COLUMBIA RD at DORCHESTER AV,6/14/15 00:00,B(Black),Dark,IO,F,6/14/15 00:00,black SWTER; BLU PANTS; BLU BB CAP,63,,DRUGS; POSSESSION
151161,MALE,BOSTON,180 BEACON ST,6/12/15 00:00,W(White),Light,IOS,F,6/12/15 00:00,t uniform with dark blue,63,MOTOR VEHICLE VIOLATION,VAL
151162,MALE,BOSTON,00 PUBLIC ALLEY 439,6/12/15 00:00,W(White),Med,IO,F,6/12/15 00:00,,63,RADIO CALL,INVESTIGATE; PERSON
151163,FEMALE,BOSTON,00 PUBLIC ALLEY 439,6/12/15 00:00,W(White),Med,IOS,SFO,6/12/15 00:00,black HAT; red/black SCARF; blue jeans JKT; black PANTS,63,OTHER (SPECIFY),INVESTIGATE; PERSON
151164,MALE,BOSTON,614 SHAWMUT AV,6/11/15 00:00,B(Black),Med,O,F,6/11/15 00:00,,22,INVESTIGATIVE,INVESTIGATE; PERSON
151165,MALE,BOSTON,609 SHAWMUT AV,6/11/15 00:00,B(Black),Med,O,F,6/11/15 00:00,white t-shirt; beige; khaki pants; red; gold sneakers,-1,INVESTIGATIVE,INVESTIGATE; PERSON
151166,MALE,BOSTON,609 SHAWMUT AV,6/11/15 00:00,B(Black),Med,O,F,6/11/15 00:00,white t-shirt; beige; khaki pants; red; gold sneakers,-1,INVESTIGATIVE,INVESTIGATE; PERSON
151167,MALE,BOSTON,609 SHAWMUT AV,6/11/15 00:00,B(Black),Light,O,F,6/11/15 00:00,white t; black shorts; black puma sneakers,-1,INVESTIGATIVE,DRUGS; INVESTIGATION
151168,MALE,BOSTON,614 SHAWMUT AV,6/11/15 00:00,B(Black),Med,O,F,6/11/15 00:00,green cap; white t-shirt; blue jeans,19,INVESTIGATIVE,INVESTIGATE; PERSON
151169,MALE,BOSTON,614 SHAWMUT AV,6/11/15 00:00,B(Black),Dark,O,F,6/11/15 00:00,red t-shirt w gold letters; numbers; blue jeans,20,INVESTIGATIVE,INVESTIGATE; PERSON
151170,MALE,BOSTON,00 MASSACHUSETTS AV,6/12/15 00:00,H(Hispanic),Fair,O,F,6/12/15 00:00,black sneakers; blue sweatpants; white shirt,40,INVESTIGATIVE,INVESTIGATE; PERSON
151171,MALE,BOSTON,1614 BLUE HILL AV,5/30/15 00:00,B(Black),Dark,IOFS,F,5/30/15 00:00,black shirt; GRY SWEATPANTS,63,OTHER (SPECIFY),INVESTIGATE; PERSON
151172,FEMALE,BOSTON,244 HUMBOLDT AV,6/6/15 00:00,W(White),Med,O,F,6/6/15 00:00,white tank top; blue plaid pants,22,INVESTIGATIVE,INVESTIGATE; PERSON
151173,MALE,BOSTON,244 HUMBOLDT AV,6/6/15 00:00,NO DATA ENTERED,Med,O,F,6/6/15 00:00,bk shirt; tan pants,21,INVESTIGATIVE,INVESTIGATE; PERSON
151174,MALE,BOSTON,244 HUMBOLDT AV,6/6/15 00:00,NO DATA ENTERED,Med,IO,F,6/6/15 00:00,red hat; red t-shirt; jeans,63,,INVESTIGATE; PERSON
151175,MALE,BOSTON, WOODGATE ST at STANDARD ST,6/6/15 00:00,H(Hispanic),Med,IOF,F,6/6/15 00:00,tan long rain coat overcoat; blue pants,63,,INVESTIGATE; PERSON
151176,MALE,BOSTON, WOODGATE ST at STANDARD ST,6/6/15 00:00,H(Hispanic),Med,OF,F,6/6/15 00:00,gray jacket; cammo pants,17,INVESTIGATIVE,INVESTIGATE; PERSON
151177,MALE,BOSTON,83 AMES ST,6/6/15 00:00,B(Black),Med,O,F,6/6/15 00:00,"red ""blackhawks"" hat; black t shirt; black jeans",27,INVESTIGATIVE,INVESTIGATE; PERSON
151178,MALE,BOSTON, OLD RD at ELLINGTON ST,6/6/15 00:00,B(Black),Med,O,F,6/6/15 00:00,gray tshirt; black jeans,37,INVESTIGATIVE,INVESTIGATE; PERSON
151179,MALE,BOSTON,244 HUMBOLDT AV,6/6/15 00:00,NO DATA ENTERED,Med,O,F,6/6/15 00:00,white shirt; green camo pants,19,INVESTIGATIVE,INVESTIGATE; PERSON
151180,MALE,BOSTON,16 GLEASON ST,6/7/15 00:00,B(Black),Med,O,F,6/7/15 00:00,black jacket; gray tshirt; black jeans,26,INVESTIGATIVE,INVESTIGATE; PERSON
151181,MALE,BOSTON,16 GLEASON ST,6/7/15 00:00,B(Black),Med,O,F,6/7/15 00:00,gray hoodie; dark pants,25,INVESTIGATIVE,INVESTIGATE; PERSON
151182,MALE,BOSTON,16 GLEASON ST,6/7/15 00:00,H(Hispanic),Med,O,F,6/7/15 00:00,black t-shirt,33,INVESTIGATIVE,INVESTIGATE; PERSON
151183,MALE,BOSTON,760 WASHINGTON ST,5/18/15 00:00,B(Black),Dark,IOFS,F,5/18/15 00:00,grayWOOL COAT; black PANTS,63,INVESTIGATIVE,INVESTIGATE; PERSON
151184,UNKNOWN,BOSTON,00 MASSACHUSETTS AV,6/12/15 00:00,UNKNOWN,Dark,O,F,6/12/15 00:00,white sneakers; black pants; blue red sox shirt,21,INVESTIGATIVE,INVESTIGATE; PERSON
151185,MALE,BOSTON,760 WASHINGTON ST,5/18/15 00:00,B(Black),Dark,IOFS,F,5/18/15 00:00,white/GRY STRIPE shirt; BLU/TAN JKT; blue jeans; black SNKRS,63,OTHER (SPECIFY),INVESTIGATE; PERSON
151186,MALE,BOSTON, WASHINGTON ST at STRATHMORE R,5/14/15 00:00,B(Black),NO DATA ENTERED,IO,F,5/14/15 00:00,white vneck t-shirt ; blue jeans black sneakers,63,OTHER (SPECIFY),INVESTIGATE; PERSON
151187,FEMALE,BOSTON,459 OLD COLONY AV,6/15/15 00:00,B(Black),Med,IO,F,6/15/15 00:00,black LEATHER JKT BROWN PANTS black sneakers,63,INVESTIGATIVE,INDECENT EXPOSURE
151188,MALE,BOSTON,107 ROSSETER ST,5/13/15 00:00,B(Black),Med,IO,F,5/13/15 00:00,red shirt; BLU PANTS; GRY SNKRS,63,OTHER (SPECIFY),INVESTIGATE; PERSON
151189,MALE,BOSTON,459 OLD COLONY AV,6/15/15 00:00,B(Black),Dark,IO,F,6/15/15 00:00,BRN LEATHER; BRN PANTS; PLAID SCARF,63,RADIO CALL,INVESTIGATE; PERSON
151190,MALE,BOSTON,46 PORT NORFOLK ST,5/5/15 00:00,W(White),Med,OF,F,5/5/15 00:00,black ballcap/red shirt/blue jeans brn shoes,58,RADIO CALL,TRESPASSING
151191,MALE,BOSTON,39 MT PLEASANT ST,6/14/15 00:00,B(Black),Med,O,F,6/14/15 00:00,"blue ""LA"" dodgers whole cap",19,,INVESTIGATE; PERSON
151192,MALE,BOSTON,125 EUSTIS ST,6/14/15 00:00,B(Black),Light,O,F,6/14/15 00:00,"red hat; red ""roxbury"" tee shirt",30,,INVESTIGATE; PERSON
151193,MALE,BOSTON,39 MT PLEASANT ST,6/14/15 00:00,B(Black),Med,O,F,6/14/15 00:00,,16,,INVESTIGATE; PERSON
151194,MALE,BOSTON, DIXWELL ST at COLUMBUS AV,6/14/15 00:00,W(White),Light,IO,F,6/14/15 00:00,blue jean jacket/red t shirt/blue sweat pants,63,RADIO CALL,INVESTIGATE; PERSON
151195,MALE,BOSTON, SOUTHAMPTON ST,6/14/15 00:00,B(Black),Med,O,F,6/14/15 00:00,black t-shirt; camo shorts,29,,VAL
151196,MALE,BOSTON,1298 TREMONT ST,6/3/15 00:00,H(Hispanic),Med,IOF,F,6/3/15 00:00,,63,OTHER (SPECIFY),PROSTITUTION; SEX FOR FEE
151197,MALE,BOSTON, MASSACHUSETTS AV at ALBANY ST,6/14/15 00:00,W(White),Light,IO,F,6/14/15 00:00,NAVY red JKT; black jeans,63,OTHER (SPECIFY),DRUGS; POSSESSION
151198,MALE,BOSTON, ERIE ST at ELLINGTON ST,6/12/15 00:00,B(Black),Med,O,F,6/12/15 00:00,bruins hat; bruins hoodie; blue jeans,27,,TRESPASSING
151199,FEMALE,BOSTON,00 MASSACHUSETTS AV,6/12/15 00:00,W(White),Fair,O,F,6/12/15 00:00,gry pants; gry sweatshirt; white shirt,42,INVESTIGATIVE,INVESTIGATE; PERSON
151200,MALE,BOSTON, WASHINGTON ST at HARVARD ST,5/9/15 00:00,B(Black),NO DATA ENTERED,IOF,F,5/9/15 00:00,BLU COAT; GRY PANTS; BRN SHOES,63,INVESTIGATIVE,TRESPASSING
151201,MALE,BOSTON,3 PAGE ST,6/14/15 00:00,B(Black),Med,O,F,6/14/15 00:00,white t-shirt,30,,INVESTIGATE; PERSON
151202,MALE,BOSTON, WASHINGTON ST at HARVARD ST,5/9/15 00:00,B(Black),NO DATA ENTERED,IOF,F,5/9/15 00:00,BLUE DRESS shirt/blue jeans/BROWN SHOES,63,,INVESTIGATE; PERSON
151203,MALE,BOSTON,133 HAROLD ST,6/12/15 00:00,B(Black),Med,O,F,6/12/15 00:00,black t-shirt; khaki shorts,19,,INVESTIGATE; PERSON
151204,MALE,BOSTON, BOWDOIN ST at QUINCY ST,5/10/15 00:00,B(Black),Med,I,F,5/10/15 00:00,GREEN JKT; KAMI TOP & BOTTOM,63,INVESTIGATIVE,INVESTIGATE; PERSON
151205,MALE,BOSTON,16  OCALLAGHAN WY,6/13/15 00:00,H(Hispanic),Light,OF,F,6/13/15 00:00,blue ball cap; gray striped shirt;,37,,VAL
151206,MALE,BOSTON, SOUTH ST at ARCHDALE RD,5/22/15 00:00,B(Black),Med,OFS,SF,5/22/15 00:00,black hoodie; black T shirt; blue jeans; GRY SNKRS,16,RADIO CALL,INVESTIGATE; PERSON
151207,FEMALE,BOSTON,60 BRAINERD RD,5/31/15 00:00,B(Black),Dark,I,F,5/31/15 00:00,black RAINCOAT black PANTS,63,RADIO CALL,INVESTIGATE; PERSON
151208,MALE,BOSTON, SHAWMUT AV,5/1/15 00:00,H(Hispanic),NO DATA ENTERED,IO,F,5/1/15 00:00,white SHT; BRN PANTS,63,MOTOR VEHICLE VIOLATION,VAL
151209,MALE,BOSTON,279 CENTRE ST,6/12/15 00:00,B(Black),Light,IO,F,6/12/15 00:00,black jkt blue jeans; white sneaks,63,,INVESTIGATE; PERSON
151210,MALE,BOSTON, BAILEY ST at DORCHESTER AV,6/12/15 00:00,B(Black),Light,IOF,F,6/12/15 00:00,blue hat white shirt,63,INVESTIGATIVE,INVESTIGATE; PERSON
151211,MALE,BOSTON,88 WOODBOLE AV,5/13/15 00:00,H(Hispanic),Med,F,F,5/13/15 00:00,yellow bruins; black sweatshirt; gray sweatpants,24,,INVESTIGATE; PERSON
151212,MALE,BOSTON, DRACUT ST at DORCHESTER AV,5/13/15 00:00,B(Black),Med,OF,F,5/13/15 00:00,"black ""heat"" hat; red t-shirt; gray sweatpants",26,,VAL
151213,MALE,BOSTON, E COTTAGE ST at NORFOLK AV,6/6/15 00:00,B(Black),Med,IO,F,6/6/15 00:00,knit cap sweater dk gray jacket brown hat,63,INVESTIGATIVE,INVESTIGATE; PERSON
151214,MALE,BOSTON, RUGGLES ST at DEWITT DR,6/6/15 00:00,B(Black),Med,IO,F,6/6/15 00:00,jeans gray COAT,63,INVESTIGATIVE,DRUGS; CONSPIRACY
151215,MALE,BOSTON, COLUMBIA RD at QUINCY ST,6/6/15 00:00,B(Black),Med,IO,F,6/6/15 00:00,gray sweater/jeans/gre winter hat,63,INVESTIGATIVE,INVESTIGATE; PERSON
151216,MALE,BOSTON,18 GLEASON ST,6/14/15 00:00,NO DATA ENTERED,Med,I,F,6/14/15 00:00,brown jacket; beige pants,63,INVESTIGATIVE,PUBLIC DRINKING
151217,MALE,BOSTON,14 DRUMMOND ST,6/15/15 00:00,B(Black),Dark,O,F,6/15/15 00:00,white T shirt; STONE WASH jeans,32,,INVESTIGATE; PERSON
151218,MALE,BOSTON, PASADENA RD at BLUE HILL AV,6/15/15 00:00,B(Black),Med,IOFS,F,6/15/15 00:00,,63,RADIO CALL,INVESTIGATE; PERSON
151219,MALE,BOSTON, DUNBAR AV at WASHINGTON ST,6/11/15 00:00,B(Black),Med,IOF,F,6/11/15 00:00,white shirt; TAN PANTS,63,,VAL
151220,MALE,BOSTON, OAKHURST ST at LYFORD ST,9/6/15 00:00,B(Black),Med,O,F,9/6/15 00:00,black HOODIE; red T shirt; DK blue jeans,21,,INVESTIGATE; PERSON
151221,MALE,BOSTON, AMES ST,6/6/15 00:00,B(Black),Med,IO,F,6/6/15 00:00,,63,,MV ACCIDENT; INJURY
151222,MALE,BOSTON,14 WENTWORTH TR,6/11/15 00:00,H(Hispanic),Light,IO,F,6/11/15 00:00,black COAT; KHAKI PANTS,63,,VAL
151223,MALE,BOSTON,16 GLEASON ST,6/7/15 00:00,B(Black),NO DATA ENTERED,O,F,6/7/15 00:00,bk shirt; blue jeans,34,INVESTIGATIVE,INVESTIGATE; PERSON
151224,MALE,BOSTON,16 GLEASON ST,6/7/15 00:00,B(Black),Med,O,F,6/7/15 00:00,black white sox hat; black jacket; blue jean,31,INVESTIGATIVE,INVESTIGATE; PERSON
151225,MALE,BOSTON,1505  DORCHESTER AV,5/7/15 00:00,B(Black),Dark,I,F,5/7/15 00:00,gray jacket; gray sweatpants,63,INVESTIGATIVE,TRESPASSING
151226,FEMALE,BOSTON,1160  DORCHESTER AV,5/6/15 00:00,W(White),NO DATA ENTERED,O,F,5/6/15 00:00,red&white print dress/black flip flops,38,INVESTIGATIVE,PROSTITUTION; SEX FOR FEE
151227,MALE,BOSTON,8 CARMODY CT,6/14/15 00:00,NO DATA ENTERED,Med,I,F,6/14/15 00:00,black Leather jacket; Brown hoodie; black jeans; Brown Boots,63,RADIO CALL,DISTURBANCE
151228,MALE,BOSTON,16  OCALLAGHAN WY,6/13/15 00:00,H(Hispanic),Light,OF,F,6/13/15 00:00,blue ball cap; gray striped shirt;,37,,VAL
151229,MALE,BOSTON, MT PLEASANT ST,6/14/15 00:00,B(Black),Light,O,F,6/14/15 00:00,,19,,INVESTIGATE; PERSON
151230,MALE,BOSTON, MT PLEASANT ST,6/14/15 00:00,B(Black),Med,O,F,6/14/15 00:00,red hoodie,25,,INVESTIGATE; PERSON
151231,MALE,BOSTON, BOWDOIN ST at QUINCY ST,5/10/15 00:00,B(Black),Dark,I,F,5/10/15 00:00,black puffy jacket//black jeans/dark workboots,63,MOTOR VEHICLE VIOLATION,VAL
151232,FEMALE,BOSTON,00 TREMONT ST,6/13/15 00:00,UNKNOWN,OTHER,IO,F,6/13/15 00:00,,63,,INVESTIGATE; MV
151233,MALE,BOSTON, RUTHVEN ST at HUMBOLDT AV,6/6/15 00:00,B(Black),Med,O,F,6/6/15 00:00,black hat; gray H jacket; blue jeans,18,,INVESTIGATE; PERSON
151234,MALE,BOSTON,1505  DORCHESTER AV,5/7/15 00:00,B(Black),Dark,IOF,F,5/7/15 00:00,,63,INVESTIGATIVE,PUBLIC DRINKING
151235,MALE,BOSTON,118 EUSTIS ST,6/14/15 00:00,B(Black),Light,IOF,F,6/14/15 00:00,,63,INVESTIGATIVE,INVESTIGATE; PERSON
151236,MALE,BOSTON, BOWDOIN ST at QUINCY ST,5/10/15 00:00,B(Black),Dark,I,F,5/10/15 00:00,Blue jacket; blue jeans,63,,LARCENY; SHOPLIFTING
151237,MALE,BOSTON, SOUTHERN AV at TALBOT AV,6/14/15 00:00,B(Black),Med,IO,F,6/14/15 00:00,,63,,INVESTIGATE; PERSON
151238,FEMALE,BOSTON, DORCHESTER AV at KIMBALL ST,5/6/15 00:00,UNKNOWN,Med,IO,F,5/6/15 00:00,GRY SWEATshirt; TAN PANTS; black SNKRS,63,INVESTIGATIVE,TRESPASSING
151239,FEMALE,BOSTON,801 MASSACHUSETTS AV,6/12/15 00:00,W(White),Fair,O,F,6/12/15 00:00,black sneakers; black; white shorts; white t-shirt,29,INVESTIGATIVE,DRUGS; INVESTIGATION
151240,MALE,BOSTON,00 ALBANY ST,6/12/15 00:00,B(Black),Med,IOF,F,6/12/15 00:00,,63,,INVESTIGATE; PERSON
151241,MALE,BOSTON,801 MASSACHUSETTS AV,6/12/15 00:00,H(Hispanic),OTHER,O,F,6/12/15 00:00,brown t-shirt; blue jeans,36,INVESTIGATIVE,DRUGS; INVESTIGATION
151242,MALE,BOSTON,801 MASSACHUSETTS AV,6/12/15 00:00,W(White),Light,IO,F,6/12/15 00:00,black JACKET; blue jeans,63,INVESTIGATIVE,INVESTIGATE; PERSON
151243,FEMALE,BOSTON,00 MASSACHUSETTS AV,6/12/15 00:00,W(White),Fair,O,F,6/12/15 00:00,pink sneakers; black shorts; blue shirt,29,INVESTIGATIVE,INVESTIGATE; PERSON
151244,MALE,BOSTON,00 MASSACHUSETTS AV,6/12/15 00:00,B(Black),Dark,O,F,6/12/15 00:00,black sneakers; black jeans; white shirt,38,INVESTIGATIVE,INVESTIGATE; PERSON
151245,MALE,BOSTON,00 MASSACHUSETTS AV,6/12/15 00:00,W(White),Fair,O,F,6/12/15 00:00,blue jeans; blue shirt,45,INVESTIGATIVE,INVESTIGATE; PERSON
151246,FEMALE,BOSTON,00 MASSACHUSETTS AV,6/12/15 00:00,W(White),Fair,O,F,6/12/15 00:00,all black,33,INVESTIGATIVE,INVESTIGATE; PERSON
151247,MALE,BOSTON,00 MASSACHUSETTS AV,6/12/15 00:00,W(White),OTHER,O,F,6/12/15 00:00,,42,INVESTIGATIVE,INVESTIGATE; PERSON
151248,MALE,BOSTON, SOUTHERN AV at TALBOT AV,6/14/15 00:00,B(Black),Med,IO,F,6/14/15 00:00,Gray/Green shirt; Khaki Pants; Brown Boots,63,INVESTIGATIVE,TRESPASSING
